Month,Orders,CPI,FED FUNDS RATE,RETAIL SALES,U RATE,R GDP,H Total Sales,TCS,PPI
1/1/2018,1.266171346,0.5806145448016152,0.16892723976889562,-0.8707654461903596,-0.34583161629581793,0.286799864916303,0.4762623418971715,0.67291339348859,1.0738997397479115
2/1/2018,-0.617705147,0.3524254223905,0.1780997595753515,-0.20521223891110385,-0.2740326648157177,0.286799864916303,0.9498305706575985,-0.5575473986436262,0.9569244188451549
3/1/2018,0.882906472,-0.20537021017000356,0.26065243783345443,-0.038823937091289916,-0.34583161629581793,0.286799864916303,1.739381717064348,1.9718713267909762,-1.2974002724023537
4/1/2018,0.69360659,0.2256536877176583,0.42575779434966016,1.0427000247375005,-0.34583161629581793,0.286799864916303,-0.6812586289151928,-0.7621647482054615,0.3059010554875509
5/1/2018,1.323790743,0.27636238158679494,0.434930314156116,-0.7875712952804527,-0.4894295192560191,0.286799864916303,0.06767774658585973,-0.06599846631496846,0.02731973918267103
6/1/2018,0.766773367,-0.382850638711982,0.5450005518335866,0.127564364728524,-0.34583161629581793,0.286799864916303,-0.8518406667191202,-1.3566526971049462,-1.8847874136491267
7/1/2018,0.337405807,-0.7631658427305071,0.6275532300916894,0.29395266654833796,-0.4894295192560191,0.286799864916303,-0.6455176305181795,-0.7624000758070277,-1.1210350669098004
8/1/2018,0.965349703,-0.6363941080576655,0.6275532300916894,-1.1203478989200806,-0.4894295192560191,0.286799864916303,-0.8469668942104365,-0.5640020985722998,-0.46150922172601505
9/1/2018,0.135110646,-0.4842680264502554,0.6642433093175129,-0.20521223891110385,-0.5612284707361194,0.286799864916303,-0.23855762604309558,-0.4654838790880383,-1.567792923972676
10/1/2018,0.743250674,-0.3321419448428453,0.8843837846724538,0.29395266654833796,-0.4894295192560191,-0.34584689592848306,-0.5951553145951152,-1.3557786231562718,-1.8098047423192747
11/1/2018,0.054999074,-1.625213638505831,0.89355630447891,-0.12201808800119689,-0.4894295192560191,-0.34584689592848306,0.1237261304357216,-0.6634784375772239,-1.4118454430038936
12/1/2018,-0.036089756,-1.5998592915712626,0.957763943124101,0.044370213818617055,-0.4176305677759185,-0.34584689592848306,-1.1735096522922404,-0.5647080813769986,-1.2316457849230624
1/1/2019,0.377103153,-0.306787597908277,1.0770067006080273,-1.0371537480101736,-0.34583161629581793,0.0337411605783886,2.2860565334550293,0.32414107885304255,-0.051566032224251775
2/1/2019,-0.076459178,0.27636238158679494,1.0770067006080273,-0.038823937091289916,-0.4894295192560191,0.0337411605783886,1.2609397157952373,-0.5673134941086246,0.8188154781783606
3/1/2019,0.351609034,0.6313232386707519,1.0861792204144833,0.4603409683681518,-0.4894295192560191,0.0337411605783886,1.5021914549750777,-0.9596550332627196,0.3013703212272329
4/1/2019,0.368903814,0.5552601978670468,1.095351740220939,0.4603409683681518,-0.6330274222162199,0.286799864916303,-0.543168407835823,1.1965677343166405,1.9954138225169706
5/1/2019,0.324949981,-0.2560789040391403,1.0678341808015714,0.29395266654833796,-0.5612284707361194,0.286799864916303,-1.0809079746272512,-0.3775554016742569,0.16253567853605874
6/1/2019,0.43996475,-0.7378114957959387,1.0586616609951154,0.3771468174582449,-0.6330274222162199,0.286799864916303,1.38522091476667,0.29689350441455276,0.8147946966919313
7/1/2019,0.211996249,-0.3574962917774136,1.0770067006080273,0.044370213818617055,-0.5612284707361194,0.5398585692542175,-1.4196351639807643,-1.245241886877735,1.300181476376869
8/1/2019,0.41917517,-0.8138745365996439,0.8293486658337186,-0.12201808800119689,-0.5612284707361194,0.5398585692542175,0.23013683020864772,-0.09284262200791611,0.28343371308411236
9/1/2019,0.780797373,-0.5856854141885287,0.7467959875756158,0.8763117229176867,-0.7048263736963205,0.5398585692542175,-0.20769040015476586,-1.1487071428923885,0.14164722837485222
10/1/2019,1.471737282,-0.20537021017000356,0.5541730716400425,-1.0371537480101736,-0.6330274222162199,-0.09278819159056859,-0.21093958182722164,-0.9575202757342259,-0.4207522269513792
11/1/2019,-0.343273726,-0.9152919243379172,0.297342517059278,0.4603409683681518,-0.6330274222162199,-0.09278819159056859,-0.8039152370503977,-0.9575875121918164,1.023492869405845
12/1/2019,-0.19814991,-1.0167093120761908,0.297342517059278,-1.5363186534696154,-0.6330274222162199,-0.09278819159056859,-0.22799778560761436,-1.0535843645164398,-0.2951175156766294
1/1/2020,0.265090328,0.20029934078308995,0.297342517059278,2.956165495665361,-0.7048263736963205,-2.117257826293884,1.5923562463857248,0.7711962853712855,1.2263854259247193
2/1/2020,-0.382791851,-0.10395282243173017,0.3248600764786456,0.6267292701879659,-0.7048263736963205,-2.117257826293884,0.48519759149642483,-0.38604400444503867,0.23370351084585966
3/1/2020,0.841777155,-1.346315822225579,-0.5281842655217508,0.7099234210978728,-0.05863581037541565,-1.484611065449098,-0.5813462924871782,0.08689723824548941,-0.08634088868980964
4/1/2020,-0.464113162,-2.4872614342811548,-1.0785354539091032,1.4586707792870355,-0.4176305677759185,-1.8641991219559697,-1.028921067867959,-0.29572863278679984,-3.3224423510822527
5/1/2020,-0.326964659,-0.7885201896650755,-1.0785354539091032,0.8763117229176867,-0.4176305677759185,-1.8641991219559697,1.8092391230221467,-0.8616915145535784,-0.8317055152168066
6/1/2020,0.763278567,0.6059688917361835,-1.0510178944897355,1.0427000247375005,-0.4176305677759185,-1.7376697697870125,1.8384817580742487,-1.0497182682049946,-0.4611071435773721
7/1/2020,-0.009266418,0.50455150399791,-1.0418453746832796,2.1242239865662915,4.105703375470413,-1.8641991219559697,0.5509935203636539,-0.4852345885052038,0.24444193944986012
8/1/2020,0.142349164,0.02281891224111153,-1.0326728548768238,1.3754766283771285,2.8133222488286047,-1.7376697697870125,-0.4481298439164921,-1.4251330291607187,0.24303956932166648
9/1/2020,0.298787104,-0.4335593325811187,-1.0418453746832796,0.7099234210978728,2.4543274914281024,-1.7376697697870125,-0.4668126385331127,-0.10792039762255226,0.6551598648965697
10/1/2020,0.143956617,-0.6871028019268022,-1.0418453746832796,-0.7875712952804527,1.736337976627097,0.6663879214231746,0.04005970236998579,-1.1430928986835944,0.8087242973258342
11/1/2020,-0.478405998,-0.9406462712724856,-1.0418453746832796,-1.5363186534696154,1.592740073666896,0.6663879214231746,-1.8355304180551013,-1.7073076325530236,0.5535419679151509
12/1/2020,-0.032146904,-0.5603310672539604,-1.0418453746832796,-0.28840638982101086,1.592740073666896,0.6663879214231746,0.20089419515654586,-0.10622267706839589,0.9395271838282626
1/1/2021,-0.262221246,0.3017167285213633,-1.0418453746832796,-0.8707654461903596,1.3055442677464937,1.2990346822679608,1.739381717064348,0.07840863547470761,0.5187180775290268
2/1/2021,-0.598707772,0.6059688917361835,-1.0510178944897355,-0.8707654461903596,1.2337453162663934,1.2990346822679608,-0.8039152370503977,0.44713336890019184,-1.3861614754113116
3/1/2021,0.189100827,1.0116384426892768,-1.0601904142961915,-0.7043771443705457,1.1619463647862924,1.2990346822679608,1.4428938894527599,-0.026799611539793888,1.3712904679819906
4/1/2021,-0.760499096,1.2905362589695284,-1.0601904142961915,-0.12201808800119689,1.1619463647862924,1.552093386605875,-0.9460669352203372,1.7229115334483045,-0.058215031853030154
5/1/2021,-0.88761125,1.2398275651003923,-1.0693629341026474,-0.5379888425507318,0.9465495103459911,1.552093386605875,-1.0532899304113772,-0.4980599427905632,0.27384267822136116
6/1/2021,-1.369311201,1.5694340752497806,-1.0510178944897355,-0.6211829934606387,1.018348461826092,1.552093386605875,-0.5651003841248995,-0.4988331620528523,-0.1810548096555058
7/1/2021,-0.980447479,0.42848846319420497,-1.0326728548768238,-0.45479469164082476,0.6593537044255894,0.286799864916303,0.06767774658585973,0.9794444036429999,0.016434208816971847
8/1/2021,0.629266424,-0.2560789040391403,-1.0418453746832796,-0.12201808800119689,0.5157558014653882,0.286799864916303,-0.9826202290354644,1.3033056107413223,-0.2906260085527643
9/1/2021,-0.074218921,-0.10395282243173017,-1.0510178944897355,0.5435351192780589,0.228559995544986,0.286799864916303,0.3771623008872708,-0.16423093085447107,-1.0685589651198397
10/1/2021,1.004867828,1.315890605904097,-1.0510178944897355,0.29395266654833796,0.013163141104684601,1.552093386605875,-1.0459792716483518,-0.4822761843712283,0.14255925929738375
11/1/2021,-0.717217341,0.45384281012877337,-1.0510178944897355,-0.20521223891110385,-0.2022337133356168,1.552093386605875,0.41209100386617026,0.31704763257726054,0.69759381975457
12/1/2021,-1.476037021,-0.0025354346934568367,-1.0510178944897355,-2.368260162568685,-0.4176305677759185,1.552093386605875,0.9871961598908398,0.09078014367133223,0.3871894890022181
1/1/2022,-0.321632848,1.3412449528386652,-1.0510178944897355,0.7931175720077798,-0.34583161629581793,-1.1050230089422264,1.132597039733235,2.5364558611771524,2.11031010518772
2/1/2022,-1.563138193,1.5187253813806438,-1.0510178944897355,1.9578356847464775,-0.4894295192560191,-1.1050230089422264,0.050619542805467,1.1021173205165948,0.9608863596269049
3/1/2022,-0.131524682,2.608962299567083,-0.9409476568122652,-0.12201808800119689,-0.6330274222162199,-1.1050230089422264,-0.409139663847023,0.46853137152832103,0.29516262688355044
4/1/2022,-1.467613656,0.6313232386707519,-0.8217048993283387,1.1258941756474077,-0.6330274222162199,-0.7254349524353547,-1.4992401149559302,2.689939884741526,0.15916214480110333
5/1/2022,-1.446734466,2.0004579731374426,-0.41811402784428026,-1.0371537480101736,-0.6330274222162199,-0.7254349524353547,0.22445076228185012,0.7410239250276155,0.16326138056043865
6/1/2022,-1.067817482,2.685025340370788,-0.014523156360221832,-1.1203478989200806,-0.6330274222162199,-0.7254349524353547,-1.4659360028132586,1.13755093366671,0.0009885238386148536
7/1/2022,-1.565781696,-0.8138745365996439,0.41658527454320426,-0.038823937091289916,-0.7048263736963205,0.4133292170852603,-0.7421807852737383,2.449586357970419,0.2185716429591264
8/1/2022,-0.849302864,-0.8899375774033489,1.0127990619628362,0.3771468174582449,-0.5612284707361194,0.4133292170852603,1.226823308234452,0.9245962633636708,-1.6302817523422573
9/1/2022,-1.315365825,-0.23072455710457193,1.2237670175113213,-1.8690952571092432,-0.7048263736963205,0.4133292170852603,-1.180820311055266,0.511058430954218,-0.01588895162027545
10/1/2022,-1.249636699,0.25100803465222654,1.7007380474470268,1.5418649301969425,-0.5612284707361194,0.286799864916303,0.11885235792703795,-0.012411009615458872,-0.500530415712607
11/1/2022,-1.321593738,-1.042063659010759,2.3428144338989374,-1.0371537480101736,-0.6330274222162199,0.286799864916303,-0.42619786762741574,0.51529432778241,1.1862952924697838
12/1/2022,-1.747332083,-1.574504944636694,2.636335067705526,-1.4531245025597086,-0.7048263736963205,0.286799864916303,0.6898960368611378,0.39326015725592317,-1.2263501215019117
